,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
1745,487,476,8,8,46,45,144,149
1746,449,449,6,7,41,40,129,123
1747,425,443,16,17,28,30,113,124
1748,549,536,5,5,45,41,129,121
1749,816,798,12,10,36,39,193,199
1750,609,618,22,23,57,57,204,196
1751,426,440,13,13,28,27,120,127
1752,406,382,4,5,23,25,99,93
1753,350,359,12,10,14,14,90,95
1754,349,353,12,13,30,29,128,124
1755,460,460,7,8,25,24,123,123
1756,672,669,17,16,44,45,221,228
1757,617,603,23,24,54,53,214,199
1758,366,379,9,9,22,21,116,122
1759,405,404,8,7,25,31,122,121
1760,448,464,9,8,41,37,145,149
1761,497,475,12,13,26,28,148,147
1762,541,541,9,10,34,33,169,164
1763,654,671,13,13,46,48,197,205
1764,724,735,26,27,49,43,204,199
1765,417,430,10,11,27,33,104,109
1766,428,433,24,22,21,19,130,135
1767,414,393,12,11,34,32,122,118
1768,431,418,8,7,21,20,117,115
1769,490,487,4,4,31,30,152,151
1770,46,61,1,1,1,2,14,14
1771,408,416,16,18,35,35,111,117
1772,439,440,22,20,16,15,129,130
1773,494,487,9,9,24,25,135,136
1774,654,651,19,20,32,32,196,201
1775,614,593,11,10,32,32,200,181
1776,406,417,13,14,29,29,120,120
1777,417,420,14,14,31,34,123,133
1778,412,434,20,22,31,28,148,148
1779,453,451,12,13,31,32,119,127
1780,519,501,13,10,35,33,113,105
1781,661,656,12,14,46,49,199,201
1782,645,642,18,18,44,42,174,169
1783,382,413,18,18,20,23,105,116
1784,475,458,14,15,33,32,137,133
1785,406,396,19,18,38,37,131,132
1786,437,447,20,21,28,26,147,144
1787,514,506,16,12,26,29,149,145
1788,637,622,20,21,52,50,191,193
1789,579,581,15,14,47,45,185,184
1790,375,407,4,5,28,30,129,132
1791,410,420,13,13,19,20,101,106
1792,464,455,7,6,24,26,126,126
1793,404,409,8,10,31,30,94,89
1794,505,507,16,14,30,29,122,127
1795,710,686,26,30,60,61,181,179
1796,590,596,24,27,49,52,167,165
1797,375,383,19,14,34,31,110,110
1798,401,417,16,15,23,20,110,114
1799,451,434,9,9,28,30,133,126
1800,425,422,17,18,26,28,124,126
1801,506,518,11,13,39,39,121,124
1802,610,607,22,23,26,22,152,153
1803,623,608,23,20,48,49,158,152
1804,525,506,10,10,42,43,175,163
1805,351,370,13,12,22,23,120,129
1806,384,392,10,9,37,41,132,136
1807,440,445,9,11,32,31,124,126
1808,419,422,8,9,36,32,115,120
1809,648,629,15,10,47,43,183,178
1810,637,629,7,7,32,34,208,207
1811,401,425,16,15,27,26,149,157
1812,438,415,12,12,30,28,175,168
1813,410,444,15,16,25,27,131,136
1814,414,412,7,8,26,29,142,148
1815,493,480,20,22,33,31,159,147
1816,673,673,12,9,32,31,218,225
1817,703,684,25,26,37,36,215,210
1818,399,431,12,12,23,27,113,122
1819,397,391,9,11,24,21,131,126
1820,381,378,14,14,38,38,118,122
1821,379,368,13,9,24,27,115,101
1822,542,520,6,6,32,32,130,136
1823,657,666,21,20,44,44,196,196
1824,713,685,15,15,30,33,176,166
1825,310,329,14,14,37,39,88,94
1826,378,402,9,8,38,36,122,129
1827,499,484,9,10,40,36,157,147
1828,433,444,15,15,36,39,128,134
1829,504,494,17,17,46,43,150,148
1830,585,564,11,13,46,50,163,163
1831,484,497,20,21,31,30,142,143
1832,452,462,15,19,45,42,125,129
1833,506,501,32,26,33,33,193,187
1834,454,460,15,15,28,32,131,129
1835,426,432,18,19,34,32,118,126
1836,463,469,16,15,35,38,147,148
1837,580,571,24,23,46,45,179,179
1838,657,667,13,12,54,55,216,212
1839,500,507,8,8,25,25,150,150
1840,554,564,8,11,56,52,159,162
1841,467,422,15,15,28,27,148,137
1842,517,516,18,17,26,29,146,152
1843,430,441,9,8,28,26,126,126
1844,332,335,10,10,30,32,102,102
1845,398,388,12,16,29,29,124,118
1846,499,513,14,14,50,51,158,162
1847,654,647,20,19,45,44,165,167
1848,727,725,28,26,46,43,208,201
1849,440,437,5,5,26,29,113,114
1850,396,394,9,9,34,33,105,110
1851,483,469,14,15,31,31,133,130
1852,443,448,10,12,46,47,162,162
1853,506,503,17,16,45,44,158,158
1854,708,694,27,28,70,66,203,199
1855,680,686,17,13,44,47,178,180
1856,376,399,15,16,29,32,110,110
1857,459,461,7,6,34,36,109,113
1858,477,454,11,12,37,32,136,130
1859,453,477,10,9,23,23,128,133
1860,515,510,7,7,42,40,136,137
1861,727,724,16,18,56,59,186,185
1862,687,696,10,8,54,53,186,186
1863,488,477,10,11,28,28,133,133
1864,459,464,14,16,40,45,143,145
1865,467,487,16,15,32,25,149,146
1866,491,477,10,8,23,27,173,176
1867,550,549,14,15,37,35,165,165
1868,734,707,20,19,43,41,206,199
1869,636,645,24,26,26,27,191,188
1870,421,441,18,18,18,20,125,134
1871,29,41,0,0,5,2,7,7
1872,540,550,18,18,33,34,141,143
1873,399,410,13,13,27,27,96,102
1874,480,469,18,18,23,21,118,115
1875,421,397,16,15,20,23,111,104
1876,489,510,26,28,35,35,143,151
1877,624,617,17,18,53,57,163,162
1878,661,684,27,27,38,37,146,151
1879,459,460,13,16,29,27,132,128
1880,478,474,20,15,28,31,125,130
1881,463,459,12,12,56,51,119,115
1882,481,468,19,18,31,35,138,137
1883,593,605,3,4,44,40,118,117
1884,722,695,28,28,52,52,192,186
1885,659,670,27,31,58,59,169,174
1886,457,455,30,29,28,29,137,129
1887,483,496,19,18,33,35,137,144
1888,557,549,12,9,42,37,157,155
1889,540,534,14,15,26,27,135,135
1890,616,633,17,18,35,35,166,170
1891,767,745,18,16,50,52,173,167
1892,647,679,30,31,47,45,139,148
1893,469,447,12,15,33,36,126,118
1894,508,514,19,16,33,34,141,143
1895,478,462,6,7,39,39,117,117
1896,495,487,15,16,33,29,129,123
1897,575,589,16,14,32,33,148,154
1898,725,712,24,25,38,36,184,185
1899,684,707,16,18,34,40,203,203
1900,456,464,11,13,35,35,130,134
1901,518,504,18,13,27,24,138,132
1902,518,534,9,10,34,35,145,151
1903,534,538,18,17,35,35,156,163
1904,569,560,24,26,55,58,172,166
1905,792,783,22,21,45,42,221,223
1906,646,649,19,18,47,54,202,197
1907,471,478,12,12,43,40,131,135
1908,463,438,26,26,33,26,160,151
1909,322,320,12,11,22,25,133,131
1910,444,450,7,8,24,23,137,139
1911,434,462,15,16,36,35,120,127
1912,682,659,20,19,46,45,196,194
1913,616,622,11,13,33,37,162,162
1914,445,454,12,13,30,27,129,131
1915,493,461,28,25,30,32,140,136
1916,523,524,23,24,27,23,160,159
1917,497,506,11,10,34,36,173,178
1918,618,592,12,11,33,31,236,230
1919,660,688,16,17,28,32,274,280
1920,649,634,22,22,36,33,178,171
1921,378,405,14,15,34,35,94,105
1922,506,514,19,18,19,16,148,149
1923,494,483,10,10,30,32,138,136
1924,467,474,13,14,35,34,135,134
1925,543,513,18,18,23,25,132,130
1926,36,56,0,0,4,5,16,13
1927,444,444,10,8,22,20,119,120
1928,461,448,15,15,22,30,163,164
1929,456,467,25,27,44,43,159,157
1930,634,639,21,20,41,38,196,194
1931,581,593,20,19,40,39,181,179
1932,493,490,12,15,28,29,126,127
1933,496,498,28,27,34,36,149,149
1934,513,516,13,12,32,30,158,166
1935,481,456,13,14,38,39,140,137
1936,557,572,21,18,31,26,139,141
1937,733,745,14,17,38,45,200,202
1938,695,693,28,26,53,57,190,187
1939,460,461,19,22,25,17,122,123
1940,457,461,16,16,23,27,131,131
1941,488,460,19,16,35,31,123,120
1942,455,462,17,18,26,28,114,111
1943,544,546,13,13,41,41,132,131
1944,681,678,43,43,42,43,169,168
1945,614,606,11,9,49,48,152,149
1946,460,472,5,7,43,42,109,114
1947,473,460,22,21,32,31,131,126
1948,464,490,17,17,22,22,127,137
1949,480,478,16,15,37,38,122,119
1950,525,535,25,26,40,42,146,144
1951,725,712,38,38,68,67,186,187
1952,697,685,22,22,52,58,185,183
1953,456,456,18,19,26,17,128,121
1954,511,522,15,17,21,24,143,151
1955,521,520,14,12,26,28,175,177
1956,490,481,11,15,31,29,153,149
1957,525,544,17,13,36,32,134,131
1958,643,647,20,21,30,37,160,170
1959,623,627,21,18,41,36,153,145
1960,612,598,21,25,39,43,145,147
1961,476,480,14,12,45,47,122,130
1962,480,475,19,20,33,28,140,131
1963,532,532,17,15,26,25,111,117
1964,542,530,13,13,35,37,120,114
1965,700,712,24,26,36,38,176,191
1966,652,656,22,21,48,45,192,184
1967,491,481,10,10,37,38,148,144
1968,521,519,10,9,33,30,156,155
1969,474,484,14,17,31,31,143,153
1970,498,473,17,16,32,35,134,125
1971,510,533,8,7,49,51,151,152
1972,737,690,25,25,46,42,185,183
1973,603,648,15,17,44,45,195,200
1974,482,476,12,8,24,22,132,130
1975,471,475,8,11,28,31,128,131
1976,448,450,9,7,28,29,140,139
1977,424,422,13,17,20,17,100,99
1978,560,533,30,24,53,51,137,134
1979,613,634,19,20,62,68,146,153
1980,661,649,20,22,58,50,152,148
1981,408,410,37,39,29,30,126,120
1982,460,463,40,36,27,31,113,115
1983,498,489,7,8,31,30,135,135
1984,473,468,16,17,47,46,117,120
1985,491,510,14,13,25,21,121,116
1986,664,641,16,18,36,36,136,145
1987,502,537,19,17,31,34,139,138
1988,523,513,18,22,38,36,155,161
1989,555,571,22,18,30,30,165,162
1990,487,473,12,12,33,38,138,134
1991,473,460,17,18,50,46,135,128
1992,568,600,16,16,45,46,155,163
1993,651,621,21,23,44,45,177,174
1994,613,614,21,18,64,66,143,147
1995,526,537,14,17,35,32,144,140
1996,564,551,17,16,40,40,138,139
1997,421,409,6,3,15,14,120,113
1998,542,536,13,14,35,35,152,157
1999,489,503,19,18,41,42,139,135
2000,440,399,13,14,27,25,117,113
2001,511,496,20,19,39,39,176,170
2002,536,565,26,26,29,28,163,176
2003,738,735,23,24,36,37,222,221
2004,733,704,34,30,47,43,203,193
2005,476,498,23,25,37,38,162,164
2006,525,526,16,16,38,41,153,157
2007,538,531,20,22,38,36,172,166
2008,536,554,21,18,27,31,166,173
2009,594,575,17,18,50,45,141,143
2010,800,785,23,23,51,54,239,230
2011,709,725,23,22,40,40,213,218
2012,484,506,14,15,41,45,158,161
2013,556,524,13,14,37,32,158,147
2014,544,543,12,10,48,50,152,162
2015,501,518,12,13,39,41,160,165
2016,564,573,27,27,40,38,192,192
2017,826,824,18,17,59,62,229,221
2018,747,742,18,20,56,50,205,207
2019,567,567,29,26,33,35,171,176
2020,563,578,7,9,43,42,173,178
2021,573,565,19,19,43,44,150,145
2022,521,509,13,16,25,21,150,147
2023,584,569,24,19,27,29,165,158
2024,703,698,27,30,66,64,213,213
2025,662,680,15,14,48,51,188,184
2026,453,459,18,19,25,22,109,118
2027,30,39,2,4,2,3,12,7
2028,475,478,15,15,23,21,121,116
2029,353,338,7,7,25,25,80,85
2030,454,459,11,11,22,23,120,116
2031,360,367,9,10,18,21,88,94
2032,448,430,13,14,30,29,132,124
2033,573,582,11,10,45,43,163,169
2034,575,596,12,13,32,37,156,162
2035,390,406,13,13,19,26,91,95
2036,429,396,17,19,38,29,112,96
2037,432,441,19,17,32,32,122,126
2038,453,457,16,14,44,42,121,124
2039,515,498,16,18,32,34,117,114
2040,677,695,24,23,59,57,171,178
2041,655,654,24,23,54,57,177,170
2042,441,448,8,8,17,14,120,118
2043,434,417,12,12,39,43,120,121
2044,460,480,6,8,20,20,127,132
2045,462,455,8,9,19,18,116,112
2046,536,506,19,18,44,40,145,141
2047,640,651,19,19,38,38,144,152
2048,603,617,15,18,44,46,147,144
2049,420,432,19,16,22,24,97,98
2050,439,420,8,12,25,23,115,116
2051,470,451,15,9,29,28,128,117
2052,453,477,21,23,29,29,107,120
2053,555,552,15,14,18,18,126,124
2054,659,646,28,32,30,29,158,156
2055,611,634,21,17,41,43,162,168
2056,432,440,14,15,23,25,117,114
2057,431,409,11,13,27,26,104,100
2058,440,459,18,15,29,29,122,130
2059,444,424,11,11,37,35,156,152
2060,506,530,9,8,34,34,171,174
2061,712,672,18,22,37,41,214,208
2062,585,613,15,12,31,26,216,218
2063,488,501,11,11,18,20,119,122
2064,486,447,8,8,29,28,123,116
2065,309,324,6,8,20,19,81,86
2066,393,389,14,15,22,25,154,153
2067,403,424,14,12,29,27,146,147
2068,650,624,20,22,63,68,175,175
2069,585,593,14,11,43,40,180,180
2070,385,385,11,11,26,28,139,136
2071,394,379,14,16,32,27,152,151
2072,423,429,15,14,14,16,150,151
2073,463,488,17,16,22,22,141,146
2074,559,561,14,14,32,31,136,140
2075,625,597,22,22,43,42,179,170
2076,631,658,24,23,33,32,159,165
2077,418,415,12,15,22,26,117,113
2078,444,433,32,34,31,29,131,128
2079,420,422,17,15,25,26,116,122
2080,445,432,23,21,34,36,147,139
2081,447,457,15,15,20,21,135,141
2082,39,42,0,0,1,2,17,15
2083,391,382,17,17,28,23,105,103
2084,447,474,13,15,27,29,101,113
2085,476,450,25,28,19,19,135,128
2086,598,597,21,16,29,28,177,173
2087,492,504,15,14,40,43,176,179
2088,429,433,3,5,33,34,120,118
2089,480,466,18,16,38,40,142,140
2090,484,485,11,14,32,30,148,149
2091,430,442,16,15,26,22,153,155
2092,478,456,13,14,34,33,167,163
2093,632,638,26,25,34,35,203,210
2094,610,634,13,14,29,32,200,199
2095,396,409,20,21,19,19,129,129
2096,494,485,13,12,29,29,117,120
2097,465,439,14,12,26,26,146,140
2098,433,443,11,10,35,35,137,141
2099,501,501,11,14,35,34,133,128
2100,620,631,26,26,39,43,150,154
2101,542,553,23,25,37,37,118,121
2102,426,422,17,16,25,27,129,127
2103,457,450,11,7,37,32,111,112
2104,473,443,10,10,27,24,118,104
2105,424,454,13,15,22,26,127,139
2106,546,537,13,13,35,33,177,171
2107,636,615,22,21,58,57,173,177
2108,586,614,24,29,31,32,201,198
2109,398,399,18,15,32,34,129,128
2110,434,436,10,10,36,35,136,139
2111,437,427,23,23,42,45,159,159
2112,450,450,12,10,36,31,127,127
2113,506,536,13,13,29,32,149,160
2114,601,577,13,14,47,47,174,161
2115,555,566,20,20,26,27,156,161
2116,483,455,12,13,41,40,137,128
2117,431,456,15,17,32,32,110,117
2118,427,434,20,19,28,32,116,118
2119,451,445,16,15,32,26,111,112
2120,465,449,11,10,34,33,128,126
2121,647,644,14,13,43,42,168,171
2122,592,579,19,21,33,35,240,233
2123,399,389,13,11,23,26,112,116
2124,418,422,10,10,34,33,127,126
2125,427,427,15,15,26,23,138,138
2126,468,485,17,17,40,40,164,166
2127,503,488,17,20,24,23,153,151
2128,624,622,21,21,39,43,202,204
2129,616,631,24,22,54,52,196,196
2130,421,414,16,14,26,27,138,134
2131,395,398,10,13,27,25,121,128
2132,437,441,22,25,18,20,112,126
2133,351,342,15,12,16,19,87,78
2134,465,445,9,10,34,33,128,126
2135,610,635,18,16,41,43,155,160
2136,551,543,19,19,39,39,143,143
2137,325,325,4,8,16,19,83,79
2138,409,374,11,6,30,24,108,99
2139,438,463,11,13,16,20,117,127
2140,444,422,12,14,25,20,126,122
2141,449,457,17,16,31,31,124,122
2142,544,558,13,11,41,47,140,144
2143,481,484,19,19,55,53,128,130
2144,433,418,8,8,34,31,145,137
2145,521,514,11,13,32,31,139,140
2146,457,471,18,17,23,24,126,129
2147,425,419,8,7,29,31,108,109
2148,487,494,15,16,30,31,125,131
2149,610,622,8,9,47,46,163,166
2150,508,526,18,18,43,46,152,151
2151,413,398,10,9,42,42,140,131
2152,490,495,15,14,34,32,126,138
2153,422,381,14,13,32,29,146,132
2154,469,481,10,12,37,39,167,170
2155,480,504,27,28,31,29,154,165
2156,424,403,15,12,37,38,124,118
2157,479,459,4,4,32,31,139,135
2158,516,533,15,16,32,37,179,181
2159,698,676,20,19,58,55,226,222
2160,616,632,27,27,48,50,220,220
2161,408,417,11,12,34,30,131,130
2162,456,462,12,11,30,37,139,144
2163,506,495,14,16,49,45,150,148
2164,458,466,20,17,41,44,127,132
2165,585,607,17,18,31,31,161,164
2166,678,655,26,25,38,36,191,189
2167,653,641,14,16,43,42,178,171
2168,421,458,10,11,29,27,153,161
2169,473,455,12,12,27,28,139,138
2170,468,475,16,15,30,30,120,127
2171,420,412,13,11,27,28,119,111
2172,492,473,14,14,46,44,160,153
2173,691,687,20,22,46,45,177,183
2174,564,581,12,10,43,46,178,177
2175,459,444,13,15,36,36,154,152
2176,455,468,11,11,37,39,151,154
2177,473,473,11,12,32,31,146,148
2178,446,438,14,12,37,36,151,151
2179,516,496,17,21,40,39,149,148
2180,616,613,21,17,43,44,182,176
2181,631,650,13,12,35,32,179,184
2182,391,393,6,9,21,23,123,119
2183,27,27,1,1,2,3,8,8
2184,781,843,16,21,65,68,202,215
2185,710,720,21,20,50,49,191,193
2186,739,752,31,30,65,67,194,201
2187,669,644,15,15,61,58,165,158
2188,852,846,21,18,70,71,196,198
2189,1061,1015,25,25,72,68,253,245
2190,913,971,27,29,53,56,215,214
2191,694,728,22,22,50,52,200,209
2192,791,801,24,27,64,64,186,193
2193,826,806,22,17,52,50,208,202
2194,810,815,21,20,39,36,199,197
2195,881,863,20,23,60,69,248,248
2196,1255,1211,23,22,89,84,289,287
2197,1097,1135,27,28,82,84,286,286
2198,753,778,9,6,57,55,199,199
2199,810,773,11,13,49,51,211,204
2200,885,894,17,16,70,70,222,229
2201,831,828,11,13,69,68,183,181
2202,950,952,20,20,53,58,234,240
2203,1352,1300,38,36,75,71,302,295
2204,1132,1149,45,47,75,72,254,249
2205,751,791,18,21,37,38,201,211
2206,718,721,29,23,43,40,189,180
2207,784,798,26,26,48,50,203,214
2208,871,838,18,20,64,68,235,233
2209,963,952,34,34,61,56,254,248
2210,1248,1214,46,45,89,86,319,321
2211,1014,1049,25,26,71,76,277,272
2212,721,735,28,28,47,45,195,195
2213,732,746,15,15,48,52,220,226
2214,816,839,20,25,57,54,226,235
2215,880,837,20,16,79,80,220,216
2216,942,919,29,33,72,71,284,278
2217,1327,1287,40,32,69,67,360,359
2218,1043,1118,19,20,84,89,319,328
2219,808,807,18,23,47,42,249,247
2220,781,793,25,22,40,40,204,200
2221,625,589,22,23,39,40,211,211
2222,703,693,16,12,47,45,221,214
2223,794,770,27,27,58,58,237,239
2224,1118,1136,32,35,68,70,319,330
2225,1036,1066,25,27,73,72,305,298
2226,723,726,25,24,50,55,201,200
2227,723,731,12,11,46,45,213,220
2228,874,874,16,14,61,60,248,248
2229,872,862,21,24,66,68,263,260
2230,943,928,21,19,56,49,271,271
2231,1144,1117,19,18,81,84,271,273
2232,1037,1072,54,58,50,50,272,263
2233,650,688,21,18,40,47,192,202
2234,751,728,14,15,43,41,186,185
2235,757,762,19,22,52,45,204,203
2236,765,756,22,22,52,60,209,214
2237,827,805,24,21,41,34,216,210
2238,58,93,1,4,4,5,22,24
2239,723,696,14,13,50,54,182,185
2240,732,724,18,14,56,47,213,202
2241,897,860,24,29,51,57,253,255
2242,1136,1118,36,30,80,76,301,298
2243,999,1057,22,24,40,50,278,280
2244,733,747,27,28,49,42,216,223
2245,829,830,20,20,46,45,251,247
2246,805,805,20,20,60,70,226,228
2247,790,778,30,27,53,51,229,227
2248,907,865,24,25,65,62,278,273
2249,1127,1111,35,35,68,62,322,315
2250,1038,1119,27,28,67,73,271,284
2251,764,734,17,17,37,32,232,222
2252,766,801,13,12,47,49,207,222
2253,811,819,19,24,52,51,228,231
2254,818,770,25,23,53,57,248,231
2255,898,838,34,31,61,54,283,271
2256,1209,1210,39,43,90,94,344,349
2257,980,1046,29,30,84,89,282,287
2258,746,780,27,25,58,53,221,230
2259,790,791,22,19,44,43,208,210
2260,819,791,23,26,51,51,212,205
2261,813,828,21,17,57,61,228,236
2262,946,972,23,24,58,57,251,253
2263,1186,1142,39,41,80,79,330,322
2264,981,1033,31,29,55,65,277,285
2265,734,706,20,20,68,59,234,226
2266,797,792,23,21,60,60,248,251
2267,884,869,10,11,53,55,249,246
2268,833,839,21,24,52,47,240,238
2269,867,894,27,27,52,54,252,261
2270,1024,967,24,24,63,63,309,301
2271,939,979,21,21,69,69,236,240
2272,839,873,35,37,63,71,252,253
2273,756,767,18,20,69,66,192,198
2274,926,893,27,22,71,65,225,219
2275,893,891,31,32,62,67,217,222
2276,875,840,25,24,54,50,215,209
2277,1277,1171,35,36,100,93,357,346
2278,1082,1189,29,30,73,74,280,289
2279,839,806,21,18,41,49,222,217
2280,887,875,20,25,63,56,254,254
2281,962,942,18,16,91,93,257,255
2282,955,995,26,23,84,78,277,283
2283,1005,963,23,24,66,70,274,275
2284,1144,1133,42,42,79,75,302,299
2285,1002,1051,28,27,57,64,277,286
2286,737,775,17,21,66,65,222,221
2287,774,763,14,12,55,55,192,193
2288,757,745,29,33,58,56,206,209
2289,712,736,17,14,53,50,183,181
2290,936,857,16,16,63,54,220,215
2291,1023,1017,28,29,58,58,226,220
2292,925,979,24,28,45,49,222,231
2293,672,704,15,10,33,31,176,180
2294,697,708,16,17,35,35,164,172
2295,774,770,19,20,38,39,197,198
2296,819,826,21,22,53,51,196,195
2297,867,853,21,20,56,62,235,232
2298,984,947,30,29,75,75,253,251
2299,899,910,14,12,69,68,195,187
2300,877,877,19,23,79,77,220,224
2301,857,877,30,27,65,65,209,211
2302,865,854,18,22,63,65,229,231
2303,773,807,24,23,65,64,237,243
2304,944,891,25,24,75,75,249,242
2305,1155,1146,39,39,68,66,300,303
2306,1016,1045,27,27,85,89,273,268
2307,840,819,24,24,64,62,216,214
2308,931,907,21,20,67,68,257,246
2309,625,614,16,15,72,73,162,173
2310,810,867,32,35,75,72,225,229
2311,856,813,38,34,74,73,239,230
2312,614,625,16,23,54,61,170,187
2313,938,911,30,25,76,77,250,244
2314,1043,1032,29,28,94,94,288,286
2315,1335,1276,36,33,78,73,339,336
2316,1152,1271,26,31,75,82,292,305
2317,861,843,20,18,66,62,182,174
2318,888,892,20,18,59,57,236,243
2319,985,982,23,29,54,58,213,208
2320,932,948,33,28,79,85,242,251
2321,1089,1039,17,18,79,71,262,254
2322,1338,1294,40,42,90,88,308,297
2323,1164,1230,39,40,68,73,285,298
2324,864,877,24,22,63,60,198,197
2325,994,1004,20,23,68,68,241,241
2326,1032,1010,28,25,78,82,264,262
2327,968,979,28,28,73,74,257,262
2328,1087,1040,31,33,70,65,267,258
2329,1330,1332,32,26,84,86,335,338
2330,1087,1143,26,29,95,101,293,298
2331,885,880,18,19,87,80,204,205
2332,973,914,34,34,70,69,285,270
2333,920,970,27,25,66,71,277,292
2334,946,930,27,29,61,58,274,264
2335,1093,1056,30,30,58,54,288,294
2336,1209,1154,36,33,49,47,310,290
2337,1001,1090,35,41,44,50,225,244
2338,669,698,26,22,59,58,183,183
2339,49,52,3,1,2,6,7,8
2340,693,660,24,21,29,29,156,150
2341,536,536,8,9,46,47,128,126
2342,638,627,23,21,46,45,154,153
2343,586,584,4,6,46,47,145,146
2344,741,763,19,17,43,41,208,202
2345,847,868,15,17,61,65,199,206
2346,842,851,26,31,49,47,178,174
2347,668,662,20,15,37,32,138,139
2348,702,675,11,9,36,42,179,172
2349,768,741,22,23,74,72,193,188
2350,715,749,18,19,29,34,173,181
2351,835,815,14,13,38,33,159,160
2352,985,973,15,16,87,87,278,278
2353,918,940,18,18,60,61,274,268
2354,668,670,13,12,36,36,142,147
2355,786,755,24,25,46,52,221,217
2356,786,758,22,24,59,51,196,196
2357,728,776,21,21,47,47,185,187
2358,908,901,21,24,46,46,226,231
2359,1062,1077,20,16,49,54,249,252
2360,989,1003,31,30,53,49,219,212
2361,766,753,25,25,29,29,177,175
2362,721,702,18,19,37,41,166,168
2363,796,776,22,20,60,56,192,190
2364,747,769,15,17,76,73,188,189
2365,791,776,20,21,62,63,224,220
2366,1069,1061,28,27,73,78,239,238
2367,847,890,28,26,80,77,205,210
2368,650,660,14,14,66,69,159,164
2369,795,787,16,18,56,52,170,169
2370,781,778,17,17,47,50,185,183
2371,835,808,27,25,65,60,201,195
2372,884,887,13,13,49,49,211,211
2373,1065,1044,35,34,53,52,235,242
2374,905,970,14,19,51,55,214,215
2375,760,746,21,19,50,51,187,184
2376,755,763,25,25,49,49,200,204
2377,630,614,20,18,28,28,163,164
2378,756,733,29,31,40,34,193,184
2379,721,713,21,21,29,28,187,186
2380,982,989,29,26,51,59,229,234
2381,839,846,18,20,49,48,219,218
2382,665,680,21,25,39,38,185,186
2383,709,705,21,18,37,32,197,193
2384,843,831,16,17,50,57,230,235
2385,867,871,30,30,48,45,213,215
2386,824,818,21,22,46,45,209,205
2387,953,954,20,19,66,67,253,255
2388,867,890,27,27,55,61,189,187
2389,583,585,21,20,70,63,139,139
2390,691,681,11,11,62,65,173,171
2391,748,761,26,23,52,51,168,169
2392,768,763,18,18,66,65,165,170
2393,764,787,18,22,60,61,181,186
2394,49,60,1,1,4,5,11,7
2395,719,628,20,17,62,60,159,150
2396,687,715,14,13,46,43,182,180
2397,772,790,7,7,51,53,157,164
2398,875,892,15,16,42,47,190,193
2399,770,759,11,11,43,46,163,158
2400,683,692,12,13,61,52,161,164
2401,808,739,14,13,64,64,178,162
2402,764,789,24,28,64,68,223,228
2403,756,773,30,29,50,47,220,223
2404,814,807,23,21,76,78,204,204
2405,1003,990,25,28,63,61,269,267
2406,853,860,27,22,51,49,214,211
2407,666,693,13,14,36,36,171,179
2408,793,798,10,11,35,35,158,157
2409,830,833,28,27,42,49,181,186
2410,804,784,24,29,67,64,217,210
2411,783,805,25,20,60,62,198,209
2412,1015,984,24,24,50,50,236,230
2413,827,847,11,12,73,70,215,215
2414,741,717,22,21,66,66,180,172
2415,753,765,8,9,41,39,203,207
2416,783,821,18,19,40,40,209,223
2417,854,821,20,20,37,37,184,174
2418,780,792,27,25,43,44,184,186
2419,987,1020,30,34,38,40,258,269
2420,852,861,21,18,63,66,220,216
2421,628,616,15,15,35,31,146,139
2422,728,725,10,11,51,52,190,195
2423,825,818,18,19,50,46,184,176
2424,799,777,19,19,71,75,198,195
2425,787,798,28,32,61,63,194,202
2426,777,784,26,24,57,54,177,174
2427,738,745,19,17,44,49,189,194
2428,737,729,16,15,28,25,159,158
2429,734,735,18,17,39,41,160,158
2430,853,842,19,19,56,53,176,176
2431,817,832,14,16,49,47,188,188
2432,789,787,18,21,44,46,150,158
2433,1020,1010,41,42,51,52,225,225
2434,894,860,31,32,50,51,235,222
2435,826,834,20,15,50,45,210,214
2436,795,797,24,26,33,38,175,172
2437,774,779,27,26,65,62,197,201
2438,761,777,24,25,33,33,187,187
2439,850,861,16,17,40,40,188,196
2440,931,915,21,19,58,59,222,222
2441,919,898,28,31,50,48,233,224
2442,617,623,19,17,30,34,171,169
2443,686,714,14,14,42,41,199,203
2444,729,710,22,22,27,27,181,179
2445,606,599,17,14,53,51,145,143
2446,731,734,23,25,45,45,180,184
2447,840,816,25,26,39,42,201,200
2448,791,816,17,14,60,58,207,205
2449,590,606,10,13,54,55,122,131
2450,637,620,20,19,52,52,144,136
2451,647,651,24,25,46,47,120,126
2452,655,664,18,14,62,57,158,155
2453,746,765,15,17,56,55,153,160
2454,765,765,25,26,44,51,177,175
2455,712,697,19,21,41,43,157,160
2456,659,633,27,26,56,51,164,151
2457,655,690,17,13,47,54,156,168
2458,742,729,29,30,55,51,189,182
2459,816,802,16,18,59,54,185,187
2460,801,804,32,32,56,52,216,216
2461,1088,1064,22,19,48,55,283,275
2462,842,881,35,38,47,45,216,224
2463,713,693,26,26,51,51,188,181
2464,758,743,16,12,41,39,218,215
2465,515,533,7,9,30,40,143,154
2466,714,760,20,23,76,69,176,178
2467,812,762,26,26,70,67,233,220
2468,640,621,26,23,49,46,154,158
2469,745,755,20,22,66,65,229,230
2470,912,903,27,25,48,48,246,240
